Time Taken(ms), FPS
1.0553, 230.7251
0.7699, 226.9022
0.8237, 230.8031
0.853, 229.8878
0.8675, 228.6026
0.7883, 229.4166
0.7869, 229.5308
0.735, 233.3906
0.7508, 231.2547
0.6754, 229.9309
0.9702, 234.1383
0.8246, 233.5105
0.7263, 233.6757
0.7012, 237.4292
0.7435, 237.8504
0.7526, 240.1715
0.6868, 241.6076
0.7426, 245.9197
0.7493, 246.7715
0.7506, 243.9365
0.7135, 241.7909
0.7393, 246.0797
0.6992, 245.4565
0.6936, 244.7065
0.7053, 248.0562
0.7376, 245.8923
0.7468, 249.3207
0.6779, 243.3091
0.8131, 240.3962
0.7329, 243.8032
0.8753, 243.4504
0.8131, 241.5797
0.8007, 243.7099
0.8614, 244.0611
0.6704, 242.5612
0.7118, 245.1308
0.739, 247.6401
0.7584, 244.9865
0.7655, 246.6754
0.7501, 244.9281
0.7094, 246.5126
0.6841, 250.5312
0.7068, 250.8154
0.853, 254.2972
0.6962, 255.3146
0.7318, 256.9794
0.7738, 237.2476
0.6993, 235.0157
0.9255, 225.1932
0.7438, 227.2785
0.711, 227.1741
0.6847, 219.4566
0.8148, 219.5034
0.7006, 222.3995
0.8037, 225.7845
0.7199, 225.0229
0.714, 217.6756
0.7419, 221.0559
0.7623, 221.9929
0.8993, 210.6694
1.0721, 204.6029
0.7828, 199.406
0.7944, 192.5181
0.7656, 183.689
0.7882, 178.5808
0.7195, 177.0305
0.6695, 179.6771
0.668, 175.5761
0.8958, 174.5459
0.884, 180.8515
0.807, 185.3875
0.8043, 188.0563
0.7607, 183.1874
0.7133, 188.9037
0.7939, 194.839
0.7069, 200.705
0.9425, 204.1348
0.8563, 207.6437
0.835, 210.4688
0.6969, 202.3031
0.7783, 195.5818
0.7251, 201.5124
0.6869, 190.7634
0.7098, 189.8002
0.7534, 188.658
0.7197, 192.8173
0.7108, 193.6573
0.9552, 182.6719
0.7497, 177.0941
0.9284, 173.3341
0.8248, 171.6752
0.8249, 166.3008
0.8534, 163.7887
0.7364, 161.5948
0.6861, 158.8791
0.6747, 157.22
0.7679, 155.4187
0.7771, 154.9592
0.6538, 150.5013
0.6684, 147.5039
0.7044, 121.7012
0.6812, 105.3039
0.6841, 92.15598
0.8513, 83.44528
0.6986, 75.22382
0.8772, 69.57449
0.8544, 66.2158
0.6922, 67.73887
0.6805, 73.23837
0.7562, 79.0262
0.669, 84.73579
0.6712, 90.31801
0.6556, 92.83861
0.6644, 72.24607
0.6697, 71.94082
0.7966, 75.25772
0.6665, 80.55152
0.7346, 85.44056
0.7002, 91.2373
0.685, 97.06131
0.6912, 103.102
0.66, 108.814
0.7817, 114.8995
0.76, 120.8025
0.8547, 127.5544
0.8646, 133.2253
0.7725, 138.8724
0.7163, 145.097
0.6835, 151.782
0.7487, 151.4462
0.8464, 149.2854
0.6597, 154.1932
0.7963, 159.529
0.6853, 162.5639
0.7135, 165.7697
0.6669, 170.2041
0.6937, 172.2134
0.6767, 177.4137
0.6789, 181.0018
0.7079, 182.9556
0.7068, 186.7366
0.8238, 187.0126
0.6602, 193.4116
0.6823, 195.4951
0.6689, 198.9276
0.6729, 202.1705
0.6674, 203.808
0.6782, 206.8171
0.6853, 210.5453
0.6908, 210.8342
0.698, 216.0006
0.6877, 219.1562
0.6927, 222.3186
0.6693, 225.3082
0.9344, 229.7383
0.7087, 231.8163
0.6985, 230.1732
0.6612, 232.8853
0.6805, 235.346
0.673, 238.5652
0.7135, 239.6866
0.6714, 241.9712
0.6566, 244.2056
0.7692, 247.3374
0.6956, 247.9591
0.7694, 250.7974
0.672, 251.7412
0.673, 253.0127
0.687, 252.7069
0.8251, 253.5505
0.6605, 253.6984
0.6804, 249.6287
0.6821, 242.8803
0.7219, 223.5451
0.6667, 200.4501
0.7985, 196.504
0.6551, 198.2039
1.0538, 196.3923
0.6752, 198.6179
0.6704, 202.8231
0.6899, 208.0229
0.6667, 212.2476
0.7297, 217.4438
0.6916, 218.044
0.7051, 222.253
0.7667, 226.3908
0.7618, 229.7844
0.7781, 232.7094
0.7936, 232.8405
0.7944, 236.8525
0.7748, 236.5994
0.6979, 232.0968
0.8574, 224.361
0.6678, 227.5136
0.7588, 222.7857
0.7739, 215.6094
0.6679, 220.076
0.6988, 221.8531
0.6586, 226.5264
0.6825, 229.2827
0.7066, 233.655
0.7221, 235.6371
0.8014, 234.4758
0.6794, 236.7139
0.6818, 237.956
0.679, 240.4729
0.6792, 242.6086
0.6693, 245.4591
0.6543, 247.8905
0.7121, 247.1043
0.6886, 234.1143
0.7215, 233.7183
0.6939, 222.5729
0.7269, 223.9798
0.7334, 218.0716
0.6754, 217.4965
0.7068, 207.1205
0.9298, 199.9274
0.6607, 194.2504
0.68, 200.9155
0.9282, 194.462
0.7361, 190.3988
0.8144, 194.3389
1.0605, 196.5434
0.8414, 192.5197
0.6769, 197.1758
0.7352, 202.7762
0.679, 207.0364
0.6741, 211.6092
0.6593, 216.2923
0.6762, 219.3162
0.6668, 222.9191
0.8418, 226.0684
0.6892, 229.1719
0.6797, 231.3758
0.7221, 233.8987
0.681, 237.1534
0.7204, 239.0616
0.6543, 241.5944
0.6726, 241.7443
0.6692, 245.3445
0.6723, 247.6386
0.6595, 250.4811
0.7458, 252.6065
0.684, 255.1552
0.6476, 256.4698
0.6576, 259.475
0.6628, 260.2634
0.7921, 261.6051
0.6775, 257.9693
0.7502, 259.7641
0.6576, 260.5889
0.7485, 256.6929
0.7207, 255.2716
0.702, 252.8767
1.3727, 252.186
0.7078, 248.8779
0.6937, 246.3691
0.6928, 230.0058
0.7198, 215.6295
0.7237, 209.1413
0.7201, 209.1455
0.7556, 205.583
0.6702, 206.3497
0.7728, 202.5387
0.7825, 204.4979
0.7954, 196.2996
0.8264, 193.1416
0.7553, 197.2082
0.8932, 200.2746
0.9135, 190.6516
0.8427, 188.8848
1.0301, 193.7977
0.8535, 191.4133
0.8436, 186.8108
0.7046, 181.6482
0.7746, 181.1314
0.7098, 183.4742
0.667, 175.4619
0.7064, 171.2256
0.6987, 167.6313
0.6859, 165.1223
0.7586, 160.2792
0.6792, 157.0356
0.7522, 156.9187
1.0082, 155.0483
0.6581, 149.6916
0.674, 148.78
0.6532, 148.3172
0.6593, 148.3854
0.793, 148.6019
0.7582, 148.4374
0.6602, 146.0945
0.6513, 144.0396
0.6993, 144.8828
0.7526, 145.0764
0.8658, 143.4655
0.8409, 142.6449
0.7521, 143.2701
0.9207, 143.0329
0.6773, 142.5754
0.6836, 143.5382
0.761, 142.5515
0.6602, 141.3438
0.6813, 140.6788
0.7789, 141.5095
0.7506, 140.0025
0.7448, 138.8161
0.779, 139.1888
0.8065, 139.2733
0.9942, 139.159
0.8758, 139.065
0.8286, 139.4552
0.7797, 139.2368
0.6876, 139.2948
0.8306, 140.887
0.7816, 142.8062
0.7331, 142.8774
0.7051, 140.4669
0.7304, 140.5101
0.8838, 142.5238
0.7634, 142.6754
0.7263, 142.4683
0.7943, 145.1458
0.7245, 145.8774
0.707, 146.5252
0.663, 146.8434
0.8075, 147.7803
0.8657, 146.9186
0.7457, 146.7513
0.6952, 147.1303
0.6641, 145.7718
0.6778, 146.6572
0.8171, 145.5672
0.6607, 145.7604
0.6746, 145.3599
0.736, 145.6194
0.6621, 145.236
0.7031, 145.2165
0.6797, 143.9258
0.6569, 144.6359
0.8849, 146.1001
0.8457, 142.7265
0.7512, 140.8544
0.7624, 142.55
0.7035, 142.9693
0.6856, 143.0733
0.6915, 143.3048
0.6987, 142.6778
0.6801, 145.3049
0.68, 150.0814
0.7196, 150.0041
0.715, 149.6207
0.6641, 148.2988
0.6594, 147.614
0.7733, 147.1853
0.6639, 147.0524
0.7096, 148.775
0.8761, 151.0699
0.8815, 151.7711
1.0282, 153.6705
0.7731, 157.5548
0.7718, 156.4936
0.7554, 156.3892
0.7151, 160.7339
0.7946, 158.994
0.9132, 159.7857
0.6723, 164.4141
0.691, 163.7486
0.6641, 162.9097
0.7558, 161.5497
0.6504, 159.5054
0.6512, 158.0265
0.6914, 157.31
0.689, 154.9532
0.6506, 154.1207
0.6542, 152.4392
0.6547, 151.2804
0.6979, 153.5365
0.6721, 160.5552
0.7025, 164.4221
0.767, 162.0765
1.0942, 168.1253
0.686, 170.838
0.6932, 170.0018
0.677, 175.2264
0.674, 181.6299
0.6805, 187.6112
0.6652, 193.4635
0.6641, 199.0077
0.8048, 204.5966
0.6609, 208.3824
0.8627, 197.4371
0.8502, 198.4512
0.8562, 198.0417
0.686, 200.1859
0.7625, 204.7414
0.6638, 210.1684
0.6854, 213.351
0.7331, 214.0594
0.7893, 209.0109
0.744, 213.1934
0.7065, 217.7915
0.6649, 221.5451
0.7063, 220.0734
1.4197, 215.0887
0.665, 216.884
0.8005, 221.9345
0.7034, 221.674
0.8134, 213.5029
0.6939, 216.205
0.6631, 220.5979
0.6792, 223.3608
0.6637, 227.6066
0.6816, 231.076
0.6737, 235.5317
0.719, 237.803
0.7808, 236.446
0.8361, 224.4641
0.7266, 228.0798
0.6919, 225.2725
0.8337, 226.6982
1.1434, 226.0242
0.8966, 222.5999
0.9679, 222.4378
0.9063, 221.2881
0.8772, 220.8702
1.2783, 212.8089
1.1581, 207.236
1.0906, 202.3086
0.6529, 199.0046
0.7386, 194.8752
0.8907, 200.3815
0.7419, 205.8231
0.7244, 209.1964
0.7231, 214.9623
0.7135, 208.0208
0.8047, 212.529
0.8048, 210.3175
0.7377, 204.6436
0.7222, 208.7513
0.7566, 214.0168
0.7955, 214.6937
0.7477, 213.3239
0.7441, 217.5272
0.836, 219.0324
0.7952, 219.3723
0.8506, 221.5485
0.8542, 221.3023
0.819, 218.9901
0.812, 218.2689
0.7936, 217.917
0.9384, 219.9052
1.0323, 216.7635
1.2744, 211.672
0.8487, 205.5008
1.0331, 198.9616
0.8472, 196.2683
1.1109, 196.6298
1.2449, 188.4397
0.757, 171.2914
1.419, 170.4747
1.2527, 168.0764
0.9552, 167.7093
1.4084, 167.4978
1.2888, 165.037
1.0984, 162.0748
0.8828, 159.7124
1.3713, 161.2904
0.7496, 160.5627
0.7105, 165.1804
0.785, 171.675
0.7459, 177.3539
0.811, 168.9412
0.7169, 168.4214
0.8034, 171.3943
0.7533, 172.5844
0.7526, 179.1155
0.6821, 178.0239
0.6865, 179.9578
0.7998, 184.4496
0.7271, 189.957
0.8042, 193.3707
0.7336, 195.2037
0.8466, 200.3186
0.9142, 204.4892
0.8127, 206.2332
0.9013, 210.2673
0.7653, 209.0875
0.844, 210.616
0.8326, 212.4518
0.6761, 213.3354
0.695, 214.0045
0.6914, 210.389
0.6711, 210.7984
0.9107, 211.0108
0.6786, 205.9523
0.7366, 205.6583
0.7503, 203.2408
0.7085, 204.353
0.6925, 202.6119
0.8404, 203.6564
0.6708, 203.5098
0.7413, 199.9352
0.7201, 192.3299
0.6844, 189.5078
0.8008, 190.9802
0.8544, 193.5523
0.6871, 190.5591
0.6951, 188.4263
0.7383, 187.9766
0.7908, 186.8052
0.6582, 188.2866
0.6874, 179.4247
0.6756, 180.2012
0.781, 181.4844
0.7843, 184.9925
0.6849, 186.5083
0.6809, 182.9243
0.7055, 182.8278
0.6763, 183.2074
0.7611, 182.3049
0.7214, 162.7362
0.927, 154.2055
0.8581, 146.5245
0.8498, 143.1629
0.8829, 138.2301
0.7588, 136.4533
0.8517, 135.4769
0.8554, 135.0682
0.8894, 115.1694
1.6132, 118.9592
0.9917, 121.4316
0.7349, 126.0964
0.6803, 132.4892
0.6763, 137.4985
0.8741, 143.1984
0.6842, 146.6646
0.7675, 152.2898
0.7483, 158.2735
0.7484, 160.6395
0.6773, 163.3281
0.7272, 169.416
0.6827, 161.4586
0.7536, 161.4712
0.7685, 162.5179
0.7204, 165.3559
0.8726, 163.3137
0.8812, 165.8364
0.8207, 168.1788
1.0125, 169.7641
0.7718, 169.6423
0.7692, 171.4281
0.8747, 171.5882
0.7976, 173.1352
0.8616, 174.5389
0.7309, 175.5811
0.6999, 175.5197
0.7103, 177.5591
0.7674, 182.3026
0.6997, 184.1855
0.7959, 187.3344
0.7328, 187.9564
0.7393, 190.4485
0.7424, 192.7991
0.701, 198.9063
0.7926, 203.8032
0.8827, 205.3083
0.7713, 209.4174
0.8158, 212.6838
0.7637, 215.485
0.7175, 218.7368
0.7475, 222.5697
0.7727, 221.5086
0.6837, 215.6443
0.7608, 219.7879
0.7431, 219.1773
0.6981, 215.4692
0.7811, 211.2365
0.6997, 210.0475
0.693, 204.7168
0.6765, 205.1591
0.8108, 207.7279
0.6915, 192.4383
0.7413, 195.9818
0.6856, 196.161
0.6729, 195.9126
0.8463, 194.5614
0.9641, 192.1252
0.6937, 191.1561
0.7162, 190.0565
0.72, 190.7438
0.7687, 186.1452
0.8005, 187.4335
0.8738, 185.8096
0.6979, 184.5724
0.7017, 184.3085
0.6995, 184.1371
0.7099, 186.0353
0.6763, 189.2513
0.6696, 188.0766
0.693, 188.3284
0.677, 192.7452
0.8482, 190.8001
0.7109, 188.9413
0.8816, 190.1111
0.7835, 184.9586
0.6768, 176.5957
0.7126, 182.0463
0.7028, 183.7088
0.7941, 184.9041
0.7925, 186.2077
1.0653, 179.9725
0.7215, 177.5788
0.7157, 177.3502
0.7153, 177.9006
0.8333, 175.9314
0.7033, 172.4328
0.7441, 175.1735
0.6961, 168.9545
0.6689, 164.5514
0.7356, 168.1604
0.69, 167.2106
0.6693, 168.4623
0.6631, 170.5646
0.775, 175.1334
0.7706, 178.9815
0.7194, 182.8567
0.9671, 186.5308
0.7342, 188.7244
0.6724, 190.53
0.7989, 189.8684
0.7266, 189.2192
0.7146, 187.9294
0.7091, 191.2202
0.7571, 193.2977
0.7736, 195.9543
0.6656, 196.64
0.8533, 199.3683
0.7435, 200.7593
0.7899, 205.7033
0.8735, 210.5993
0.6981, 215.0853
0.7644, 220.0377
0.7894, 223.4373
0.7534, 227.6133
0.7115, 226.7006
0.7868, 230.0414
0.8692, 234.06
0.7057, 234.3793
0.6861, 238.6157
0.7248, 241.4143
0.8402, 241.1649
0.7182, 237.9974
0.7133, 238.3316
0.7561, 237.2749
0.7911, 231.789
1.0269, 234.209
0.703, 232.0087
0.7688, 229.7058
0.8064, 228.5059
0.6892, 227.8278
0.7262, 227.6706
0.6655, 212.1633
0.8377, 217.9421
0.714, 222.4557
0.9792, 227.1117
0.7147, 229.55
0.8665, 231.3158
0.7948, 232.7159
0.7643, 229.8235
0.7425, 230.2026
0.7145, 233.9543
0.7792, 232.1858
0.7574, 229.8863
0.8152, 230.5806
0.6758, 226.8875
0.7346, 232.201
0.7181, 228.9633
0.767, 228.4962
0.7425, 216.4639
0.8425, 218.0219
0.6887, 217.7949
0.8654, 219.9403
1.1523, 222.7603
0.673, 220.8726
0.6864, 219.7997
0.7138, 225.5006
0.7833, 224.4765
0.8028, 228.8419
0.6778, 226.7761
1.033, 229.9156
0.7356, 227.86
0.6705, 227.9501
0.7202, 232.8429
0.7659, 234.3574
0.7902, 234.4622
0.7402, 233.1377
0.7765, 236.9601
0.7574, 239.2214
0.7275, 241.902
0.709, 245.9725
0.7225, 247.1287
0.7042, 250.4284
0.9117, 252.1107
0.7162, 254.4749
0.7048, 250.9817
0.7606, 250.7812
0.714, 253.9066
0.7533, 257.0714
0.707, 257.9545
0.7147, 239.5114
0.7633, 242.9702
0.6812, 236.175
0.7787, 226.1076
0.7484, 228.8782
0.7194, 232.9649
0.68, 235.6544
0.7431, 239.0016
0.7169, 240.3658
1.5129, 243.6675
0.8753, 239.9274
0.8523, 240.0733
0.9035, 243.4568
0.8099, 242.6752
1.0602, 244.7357
0.7818, 243.2547
1.12, 243.983
0.9065, 244.2276
0.7711, 241.605
0.9628, 244.4427
0.7138, 245.3407
0.7416, 248.3153
0.7169, 249.1806
0.7219, 251.8302
0.6827, 204.5405
0.8354, 200.8833
0.7427, 205.1432
0.7739, 210.6261
0.7236, 213.4351
0.7759, 217.8067
0.7454, 221.023
1.2576, 223.8051
0.9478, 226.3341
0.8777, 225.1932
0.7084, 228.5616
0.7112, 229.8914
0.7401, 234.1376
0.7442, 236.5715
0.8403, 238.7331
0.7484, 240.8176
0.7514, 242.797
0.8102, 246.152
0.7274, 246.6269
0.7763, 249.859
0.7504, 249.5645
0.7322, 252.0731
0.7254, 252.8674
0.7195, 240.4859
0.9561, 244.0963
0.8315, 244.1878
0.8489, 246.4209
0.8084, 243.871
0.968, 245.1596
0.8601, 245.2262
0.9455, 245.1196
0.949, 245.5297
1.0165, 245.1236
1.3342, 243.6133
0.8162, 240.824
0.8286, 240.6125
0.8314, 242.9116
0.7442, 243.1149
1.1393, 242.6217
0.7896, 243.7046
0.8915, 243.269
0.8771, 245.6774
0.942, 244.1936
0.7679, 245.9626
0.7274, 247.6668
0.7744, 249.7244
0.7189, 250.428
0.7438, 250.6921
0.8536, 253.1529
0.7022, 253.1714
0.7135, 254.2153
0.7241, 255.1341
0.7108, 258.0328
0.7089, 259.4015
0.7267, 259.7797
0.7049, 261.288
0.7513, 263.4675
0.6983, 263.1862
0.7454, 262.4987
0.7097, 262.146
0.6921, 261.7478
0.7008, 264.0533
0.7396, 262.2474
0.6929, 260.1711
0.8738, 259.4672
0.7157, 260.236
0.7175, 260.9556
0.8592, 261.7333
0.6717, 259.7872
0.6949, 256.3186
0.7028, 256.4468
0.6771, 255.2759
1.347, 253.893
1.344, 247.7222
0.707, 224.3394
0.6865, 228.1871
0.7243, 231.8302
0.695, 231.4455
0.6851, 231.6958
0.7869, 234.1501
0.8806, 233.4966
0.8572, 234.5179
0.7796, 237.5263
0.8948, 240.172
1.2995, 242.4146
0.6895, 239.8474
0.7172, 239.5883
0.6681, 240.727
0.7813, 243.5611
0.6785, 244.7423
0.7151, 246.4172
0.7099, 248.896
0.7535, 248.4523
0.7319, 248.7515
0.6893, 248.8219
0.694, 251.6752
0.7707, 251.3828
0.9814, 251.2659
0.6874, 248.8576
0.6746, 247.7507
0.7321, 245.2504
0.6926, 245.6346
0.9273, 247.4984
0.8113, 246.8193
0.6775, 242.6259
0.9227, 241.5065
0.6892, 237.2993
0.7381, 233.84
0.9357, 235.03
0.7531, 233.5838
0.8739, 225.3274
1.5982, 225.4376
0.6952, 222.9532
0.7111, 224.489
0.7394, 224.2135
0.6547, 224.5706
0.6843, 223.4368
0.8173, 224.3353
0.7406, 222.113
0.674, 221.2952
1.6823, 223.7409
0.7297, 201.9565
0.6747, 204.582
0.6677, 205.5759
0.6995, 204.2536
0.7759, 207.0943
0.7001, 206.7194
0.8731, 204.286
0.76, 204.7251
0.7307, 203.5359
0.7359, 189.3038
0.7002, 192.1672
0.6811, 192.0196
0.7927, 194.9063
0.669, 197.6947
0.6963, 196.6675
0.6869, 198.3249
0.8241, 192.1618
0.7199, 190.9292
0.7808, 188.494
0.7076, 190.3896
0.7328, 193.0968
0.8917, 194.87
0.9435, 183.8184
0.8647, 179.1079
0.8396, 179.5614
0.784, 181.9518
0.9079, 185.0965
0.8039, 186.4288
0.8015, 183.3255
0.7872, 174.6172
0.9898, 178.6087
1.1571, 175.2401
0.8058, 173.7139
0.7544, 178.2711
0.6805, 181.0965
0.666, 184.6218
0.6971, 191.292
0.7508, 188.1716
0.6908, 193.5648
0.6628, 199.8247
0.6828, 205.1279
0.7175, 207.4023
0.6887, 209.4451
0.6917, 211.0934
0.7414, 208.4382
0.6854, 209.5339
0.6953, 208.7893
0.7155, 210.8723
0.7959, 209.8383
0.6707, 210.6834
0.7879, 211.2704
0.6718, 211.7395
0.6937, 209.9955
0.9206, 208.5986
0.6641, 207.5397
0.6639, 208.2756
0.6826, 206.0366
0.7148, 207.6133
0.8355, 208.2027
0.6819, 204.3656
0.7552, 188.6749
0.6899, 189.1089
0.7055, 194.0921
0.689, 194.3278
0.682, 196.6039
0.7465, 200.7426
0.7084, 200.9807
0.6817, 192.983
0.6973, 192.4467
0.7924, 183.7959
0.7045, 187.1847
0.7286, 189.9276
0.6821, 190.8864
0.6755, 191.8345
0.6777, 196.4299
0.7491, 192.9605
0.7636, 192.8824
0.8844, 189.8508
0.6874, 183.6319
0.7402, 187.8584
0.7304, 191.4157
0.6654, 194.171
0.6692, 198.1478
0.6606, 200.0666
0.8706, 203.8665
0.7922, 205.4787
0.7938, 207.6324
1.2894, 209.0456
1.0307, 210.3912
0.7915, 207.2206
0.8689, 211.6864
0.7539, 212.2331
0.7962, 215.9845
0.8853, 220.1777
0.6609, 220.3096
0.7415, 223.0793
0.6592, 224.4146
0.6856, 225.4591
0.7223, 227.1284
0.672, 230.0879
0.6883, 233.6766
0.6665, 233.4149
0.8679, 236.0336
0.6707, 234.7585
0.7562, 237.0158
0.6608, 240.6626
0.7182, 239.958
0.7427, 238.5715
0.6629, 241.9033
0.6753, 240.1182
0.6974, 242.7536
0.7103, 241.3026
0.7267, 242.4915
0.7163, 235.0839
0.7, 235.6884
0.7598, 233.4582
0.8395, 233.3586
0.6812, 229.4739
0.6981, 229.2603
0.6805, 228.631
0.7306, 226.8796
0.732, 225.6994
0.662, 225.6789
0.7164, 225.2437
0.8868, 210.8125
0.7053, 212.3797
0.8659, 213.6596
0.7216, 214.2884
0.7348, 215.5262
0.6723, 215.0003
0.7072, 214.9695
0.669, 216.8389
0.7724, 216.2612
0.7036, 216.7658
0.6969, 218.2079
0.6536, 215.5898
0.7058, 215.9713
0.7231, 215.5948
0.7245, 211.4756
0.6805, 211.9264
0.8094, 210.8723
0.6743, 210.5979
0.6962, 208.3742
0.7035, 213.9526
0.6782, 210.9736
0.6916, 211.3349
0.7245, 215.8968
0.8314, 218.3989
0.697, 217.4707
0.6631, 222.2495
0.7064, 224.0523
0.752, 222.2647
0.8203, 222.3153
0.6855, 224.296
0.7765, 229.2739
0.6977, 230.4596
0.6941, 234.1411
0.7135, 229.4169
0.6836, 231.94
0.8079, 225.1596
0.7361, 218.148
0.7121, 220.8559
0.7067, 226.0359
0.8131, 228.3575
0.8434, 231.7321
0.784, 234.1473
0.7116, 235.1423
0.6699, 239.2236
0.668, 239.9738
0.746, 228.9074
0.6787, 232.5543
0.6647, 235.1119
0.6635, 238.4106
0.6885, 240.058
0.6674, 244.0302
0.6847, 245.8241
0.6932, 249.5238
0.6743, 249.4387
0.7277, 252.4047
0.8097, 254.7413
0.7618, 242.8914
0.7175, 227.4019
0.7158, 231.0515
0.6756, 232.5011
0.7286, 231.1519
0.6716, 234.3955
0.685, 237.2077
0.6666, 241.4553
0.658, 241.5559
0.6717, 245.1308
0.6639, 246.6165
0.67, 248.9673
0.784, 248.1542
0.9786, 249.2829
0.7724, 248.3382
0.683, 246.9984
0.68, 248.5529
0.6718, 248.9693
0.6867, 251.2958
0.6931, 251.767
0.7269, 251.974
0.7166, 252.2579
0.6778, 253.0219
0.6668, 253.9763
0.7311, 249.5946
0.6865, 249.8996
0.712, 248.9961
0.7989, 246.5207
0.9484, 242.3891
0.6732, 237.1782
0.7998, 235.7943
0.7689, 237.7586
0.8143, 235.63
0.8892, 234.1538
0.9119, 236.194
0.8125, 231.5765
0.8251, 232.2037
0.7833, 231.4216
0.8128, 211.0512
0.942, 207.278
0.9224, 210.7418
0.7991, 211.3982
0.7729, 212.7108
0.8728, 213.5216
0.7177, 210.7237
0.7064, 215.3819
0.73, 216.0955
0.8839, 213.8948
0.6659, 212.8889
0.7194, 214.0518
0.7523, 214.2327
0.6848, 212.6755
0.6758, 212.0729
0.6587, 215.8753
0.7255, 210.6979
0.6667, 212.1665
0.8123, 203.5511
0.7112, 206.6033
0.6938, 204.7861
0.7327, 203.9958
0.7568, 205.6993
0.6949, 207.6676
0.8251, 206.3311
0.8875, 207.3879
0.7859, 206.9368
0.7513, 208.8017
0.8678, 211.5739
0.6788, 213.7084
0.6912, 215.1127
0.6668, 215.3844
0.6961, 215.1229
0.6961, 215.3091
0.6604, 218.1036
0.7076, 218.5482
0.6789, 215.6616
0.6925, 216.6854
0.6645, 217.8333
0.7314, 218.9262
0.6638, 223.5179
0.6752, 227.616
0.6659, 228.0306
0.6876, 215.365
0.6951, 219.9121
0.6807, 224.9555
0.7436, 227.423
0.7031, 231.1822
0.6722, 234.0795
0.7085, 238.6801
0.681, 241.598
0.755, 244.6485
0.6624, 246.7212
0.7138, 248.4724
0.7117, 245.7635
1.023, 242.5032
1.1408, 239.8989
0.7514, 239.1612
0.9945, 239.5392
0.7701, 239.7211
0.6795, 239.5317
0.9449, 239.1406
0.6818, 239.2655
0.6856, 240.179
0.6903, 243.4621
0.6787, 245.4889
0.6998, 247.2846
0.6973, 247.4065
0.8246, 245.8459
0.7107, 246.5143
0.6768, 242.6688
0.8122, 241.4468
0.6654, 243.641
0.7296, 247.2573
0.6745, 248.8353
0.7569, 252.3946
0.6707, 253.7681
0.6968, 253.7096
0.712, 255.8623
0.6853, 253.6225
0.7613, 252.1489
0.7506, 250.2408
0.7817, 247.8901
0.6798, 248.554
0.6847, 249.0013
0.6867, 252.6261
0.6768, 252.6269
0.8937, 254.4888
0.6619, 253.9282
0.6895, 255.3177
0.7036, 255.5237
0.8041, 256.5545
0.6665, 257.7209
0.69, 243.0051
0.7922, 243.1554
0.8612, 231.7053
0.8815, 223.6474
0.7287, 224.0298
0.7456, 226.8807
0.7491, 224.5626
0.8287, 214.2171
0.6737, 217.0292
1.0144, 217.7327
1.0116, 204.8316
1.0645, 201.0122
0.9402, 200.942
0.8283, 194.5444
0.7496, 184.7714
0.8582, 179.2194
0.8287, 182.6558
0.8795, 184.1183
0.8232, 188.3302
0.802, 190.2085
0.732, 191.5745
0.7109, 195.9106
0.6899, 196.3436
0.7191, 201.2436
0.664, 205.3573
0.7427, 210.4312
0.6693, 214.8578
0.735, 220.2499
0.6731, 224.5739
0.7742, 227.2371
0.6607, 228.9057
0.6617, 231.8437
0.6742, 236.0737
0.6717, 238.0194
0.697, 241.0937
0.6924, 242.6555
0.7903, 243.5964
0.7526, 239.2833
0.6646, 238.0691
0.8724, 240.9699
0.6759, 236.4297
0.8143, 238.1861
0.6819, 240.4836
0.6958, 229.2711
0.7591, 232.5406
0.6483, 235.8284
0.6864, 237.1779
0.6682, 241.1469
1.0289, 240.1672
0.6897, 240.6415
0.6619, 243.2502
0.6935, 245.9605
0.6585, 246.8043
0.7937, 249.3701
0.6957, 249.853
0.7164, 248.0067
0.6649, 247.8546
0.7928, 249.5707
0.7307, 251.6139
0.6766, 252.5987
0.7303, 253.1669
0.6551, 253.8092
0.6879, 253.3088
0.6909, 255.3179
0.6711, 254.2584
0.7478, 256.6211
0.6743, 254.1989
0.715, 255.517
0.6925, 251.806
0.6764, 253.3435
0.6957, 255.3516
0.6948, 256.1199
0.7646, 256.5109
0.6945, 256.1999
0.682, 257.7551
0.7092, 257.77
0.7018, 257.9617
0.6628, 257.823
0.7361, 259.6825
0.7156, 260.3217
0.8975, 260.918
0.7143, 258.5617
0.7067, 258.6617
0.6986, 261.0204
0.7447, 261.9209
0.7469, 263.3268
0.72, 263.5973
0.8791, 264.3168
1.5732, 263.4001
0.7614, 255.5235
0.7114, 257.7791
0.7146, 259.0283
0.6997, 260.6193
0.6831, 259.521
0.7138, 260.9306
0.7311, 245.1303
0.7137, 242.655
0.739, 244.9048
0.7118, 247.1346
0.7601, 249.8775
0.6934, 251.4683
0.7568, 254.532
0.692, 256.0313
0.7514, 258.2348
0.8101, 258.9077
0.7462, 258.9438
0.7094, 261.3267
0.7655, 258.5479
0.7557, 259.7416
0.7135, 260.6392
0.7114, 262.419
0.7102, 263.1829
0.714, 265.2981
0.7153, 264.4173
0.8085, 263.5553
0.7066, 264.4605
0.8426, 265.1279
0.6774, 253.6675
0.7607, 250.1975
0.7364, 249.4146
0.8226, 239.699
0.766, 238.4632
0.6729, 235.7141
0.7052, 216.5334
0.8349, 218.2014
0.6819, 213.2328
0.6654, 210.6865
